Z,RC20,RC40,RC60,RC80,RC100,RC120,A20,A40,A60,A80,A100,A120
1995,-65.97443663,-32.64782475,0,32.12523044,63.33618206,94.06120882,8.18905E-06,4.0524E-06,0,3.98753E-06,7.86158E-06,1.16753E-05
2002.5,-65.98057072,-32.65385398,0,31.99960027,63.36483896,94.11194493,8.19761E-06,4.05701E-06,0,3.97572E-06,7.87263E-06,1.16927E-05
2010,-65.98667237,-32.65985196,0,31.8957221,63.393356,94.16243832,8.20483E-06,4.06095E-06,0,3.96593E-06,7.88237E-06,1.17082E-05
2017.5,-65.99274287,-32.66581995,0,31.81272906,63.42173934,94.21269996,8.21075E-06,4.06425E-06,0,3.95811E-06,7.89087E-06,1.17218E-05
2025,-65.9987739,-32.67174974,0,31.75639941,63.44994893,94.26265846,8.21501E-06,4.06672E-06,0,3.95279E-06,7.89775E-06,1.17331E-05
2032.5,-66.00476462,-32.67764048,0,31.72718048,63.47798075,94.31230661,8.21758E-06,4.06836E-06,0,3.95003E-06,7.90299E-06,1.17419E-05
2040,-66.01070426,-32.68348148,0,32.37536001,63.50578276,94.36155159,8.21797E-06,4.06891E-06,0,4.03055E-06,7.90612E-06,1.17475E-05
2047.5,-66.01659301,-32.68927296,0,31.77282938,63.53335595,94.41039516,8.2162E-06,4.0684E-06,0,3.95434E-06,7.90715E-06,1.175E-05
2055,-66.02247511,-32.69505874,0,31.81522481,63.5609135,94.45921762,8.21429E-06,4.06781E-06,0,3.95834E-06,7.90803E-06,1.17523E-05
2062.5,-66.0283015,-32.70079018,0,31.89595015,63.58821875,94.50759673,8.20999E-06,4.06603E-06,0,3.96596E-06,7.90659E-06,1.17511E-05
2070,-66.03407432,-32.70646943,0,32.01320974,63.61528209,94.55555101,8.20341E-06,4.06312E-06,0,3.977E-06,7.90293E-06,1.17466E-05
2077.5,-66.03978719,-32.71209014,0,32.17175735,63.64207256,94.6030252,8.19428E-06,4.05895E-06,0,3.9919E-06,7.89677E-06,1.17384E-05
2085,-66.04543884,-32.71765107,0,32.37235644,63.66858399,94.65000825,8.18256E-06,4.05349E-06,0,4.01071E-06,7.88809E-06,1.17265E-05
2092.5,-66.05102527,-32.72314822,0,31.97106609,63.69479696,94.69646548,8.1681E-06,4.04666E-06,0,3.95365E-06,7.87672E-06,1.17105E-05
2100,-66.05655205,-32.72858713,0,32.25595002,63.72073827,94.74244469,8.15119E-06,4.03861E-06,0,3.98029E-06,7.86295E-06,1.16909E-05
2107.5,-66.06201792,-32.73396653,0,31.93215273,63.74640173,94.78793477,8.13181E-06,4.02934E-06,0,3.93064E-06,7.84677E-06,1.16678E-05
2115,-66.06741373,-32.73927736,0,32.30481645,63.77174302,94.83285657,8.10957E-06,4.01864E-06,0,3.96531E-06,7.82778E-06,1.16404E-05
2122.5,-66.07274509,-32.74452515,0,32.06723293,63.79678907,94.87725811,8.08479E-06,4.00668E-06,0,3.92381E-06,7.8063E-06,1.16094E-05
2130,-66.07801096,-32.74970887,0,31.86944402,63.82153475,94.92113021,8.05747E-06,3.99346E-06,0,3.88612E-06,7.78232E-06,1.15746E-05
2137.5,-66.08321314,-32.75483031,0,32.36778338,63.84598861,94.96448803,8.02777E-06,3.97905E-06,0,3.93203E-06,7.75599E-06,1.15363E-05
2145,-66.08834735,-32.75988519,0,32.25061302,63.87012976,95.00729424,7.99553E-06,3.96337E-06,0,3.90176E-06,7.72716E-06,1.14942E-05
2152.5,-66.0934212,-32.76488108,0,32.16716077,63.89399487,95.04961426,7.96119E-06,3.94665E-06,0,3.87465E-06,7.69626E-06,1.14491E-05
2160,-66.09844161,-32.7698248,0,32.11114237,63.91761722,95.09150741,7.92514E-06,3.92907E-06,0,3.8501E-06,7.66366E-06,1.14014E-05
2167.5,-66.10340846,-32.77471625,0,32.08223526,63.94099608,95.13297233,7.88743E-06,3.91067E-06,0,3.82804E-06,7.62941E-06,1.13512E-05
2175,-66.1083311,-32.77956468,0,32.07221292,63.96417652,95.17408944,7.84857E-06,3.89169E-06,0,3.80771E-06,7.59401E-06,1.12993E-05
2182.5,-66.11321318,-32.78437369,0,32.07778241,63.987176,95.21488984,7.80878E-06,3.87224E-06,0,3.78878E-06,7.55767E-06,1.1246E-05
2190,-66.11806408,-32.7891526,0,32.09092058,64.01003986,95.25545444,7.76853E-06,3.85256E-06,0,3.77052E-06,7.52085E-06,1.1192E-05
2197.5,-66.12288623,-32.79390379,0,32.10941581,64.03277959,95.29580371,7.72797E-06,3.83272E-06,0,3.75272E-06,7.48369E-06,1.11375E-05
2205,-66.12768513,-32.7986327,0,32.12865408,64.0554217,95.33598493,7.68737E-06,3.81285E-06,0,3.73497E-06,7.44646E-06,1.10828E-05
2212.5,-66.13246667,-32.8033452,0,32.1435856,64.07799461,95.37604881,7.64702E-06,3.79311E-06,0,3.71682E-06,7.40945E-06,1.10285E-05
2220,-66.13722177,-32.80803223,0,32.16204856,64.10045411,95.41591629,7.60646E-06,3.77326E-06,0,3.69897E-06,7.37221E-06,1.09738E-05
2227.5,-66.14195449,-32.81269785,0,32.18045635,64.1228198,95.45562234,7.56592E-06,3.75341E-06,0,3.68109E-06,7.33495E-06,1.09191E-05
2235,-66.14665081,-32.81732811,0,32.21087672,64.14502345,95.49504501,7.52469E-06,3.73322E-06,0,3.66423E-06,7.29699E-06,1.08633E-05
2242.5,-66.15130091,-32.82191326,0,32.26159631,64.16701728,95.53409886,7.48232E-06,3.71246E-06,0,3.64908E-06,7.25788E-06,1.08058E-05
2250,-66.15588959,-32.82643822,0,32.34537048,64.1887274,95.57265181,7.43811E-06,3.69078E-06,0,3.63669E-06,7.21694E-06,1.07455E-05
2257.5,-66.16040693,-32.83089312,0,32.47035485,64.21010543,95.6106173,7.39165E-06,3.66797E-06,0,3.62769E-06,7.17375E-06,1.06819E-05
2265,-66.16484178,-32.83526689,0,32.64554159,64.23109707,95.64789824,7.34247E-06,3.64381E-06,0,3.62276E-06,7.12788E-06,1.06143E-05
2272.5,-66.16917437,-32.83953988,0,32.16143203,64.25160603,95.68432247,7.28975E-06,3.61788E-06,0,3.54317E-06,7.07849E-06,1.05414E-05
2280,-66.17339632,-32.84370377,0,32.4709452,64.27159142,95.71981675,7.23321E-06,3.59005E-06,0,3.5493E-06,7.02533E-06,1.04628E-05
2287.5,-66.17748902,-32.84774007,0,32.13030685,64.29096248,95.75421881,7.17217E-06,3.55997E-06,0,3.48221E-06,6.96772E-06,1.03776E-05
2295,-66.18144114,-32.85163751,0,32.61765865,64.30966393,95.78742968,7.10632E-06,3.52749E-06,0,3.50237E-06,6.90534E-06,1.02853E-05
2302.5,-66.18523085,-32.85537439,0,32.46638393,64.32758925,95.81925882,7.0349E-06,3.49223E-06,0,3.45089E-06,6.83745E-06,1.01847E-05
2310,-66.18883915,-32.85893184,0,32.42760186,64.34464574,95.84954038,6.95738E-06,3.45394E-06,0,3.4086E-06,6.76353E-06,1.00751E-05
2317.5,-66.19225377,-32.86229765,0,32.50767676,64.36077332,95.87816675,6.8736E-06,3.41252E-06,0,3.3757E-06,6.68342E-06,9.95628E-06
2325,-66.19545209,-32.86544933,0,32.72199658,64.37586153,95.90494029,6.78304E-06,3.36772E-06,0,3.35302E-06,6.59658E-06,9.82736E-06
2332.5,-66.19841838,-32.86837123,0,32.28711154,64.38983332,95.92972303,6.68554E-06,3.31946E-06,0,3.26075E-06,6.50289E-06,9.68818E-06
2340,-66.20114586,-32.87105659,0,32.77502212,64.40265515,95.95245472,6.58147E-06,3.26792E-06,0,3.25837E-06,6.40267E-06,9.53924E-06
2347.5,-66.20362442,-32.87349533,0,32.58981036,64.41427722,95.97304611,6.47108E-06,3.21322E-06,0,3.18549E-06,6.29618E-06,9.38089E-06
2355,-66.20583854,-32.87567202,0,32.52754651,64.42462339,95.99136077,6.35444E-06,3.15541E-06,0,3.122E-06,6.18348E-06,9.21326E-06
2362.5,-66.20777174,-32.87757023,0,32.59237996,64.43361275,96.00725373,6.23168E-06,3.09454E-06,0,3.06769E-06,6.06469E-06,9.0365E-06
2370,-66.20941242,-32.87917843,0,32.78347869,64.44118814,96.0206225,6.10319E-06,3.03081E-06,0,3.02199E-06,5.9402E-06,8.85119E-06
2377.5,-66.21074411,-32.8804802,0,32.21620331,64.44726858,96.0313219,5.96925E-06,2.96435E-06,0,2.90446E-06,5.81027E-06,8.65774E-06
2385,-66.21175884,-32.88146759,0,32.63898271,64.45181447,96.03928079,5.83051E-06,2.8955E-06,0,2.87414E-06,5.67554E-06,8.45708E-06
2392.5,-66.21244457,-32.8821286,0,32.25025315,64.45476638,96.04439253,5.6875E-06,2.8245E-06,0,2.77022E-06,5.53652E-06,8.25E-06
2400,-66.2127933,-32.88245522,0,32.88193439,64.45608444,96.04658546,5.54091E-06,2.75171E-06,0,2.75167E-06,5.3939E-06,8.0375E-06
2407.5,-66.21279136,-32.88243384,0,32.64077762,64.45570116,96.04573848,5.39124E-06,2.67738E-06,0,2.65771E-06,5.24817E-06,7.82032E-06
2415,-66.21240789,-32.88203375,0,32.4626879,64.45346536,96.04158081,5.2385E-06,2.60152E-06,0,2.56834E-06,5.09934E-06,7.59849E-06
2422.5,-66.21163598,-32.88124803,0,32.33123728,64.44934231,96.03404993,5.08353E-06,2.52452E-06,0,2.4823E-06,4.94823E-06,7.37321E-06
2430,-66.21044711,-32.88004829,0,32.2452466,64.44319207,96.02289508,4.92653E-06,2.44651E-06,0,2.39928E-06,4.79504E-06,7.1448E-06
2437.5,-66.20883599,-32.87842923,0,32.18400626,64.43498786,96.00806793,4.76841E-06,2.36793E-06,0,2.31792E-06,4.64066E-06,6.91458E-06
2445,-66.20681039,-32.87639852,0,32.1165969,64.42476656,95.98963403,4.61034E-06,2.28936E-06,0,2.23645E-06,4.48625E-06,6.68428E-06
2452.5,-66.20436898,-32.87395478,0,32.01890573,64.41252061,95.96757939,4.45311E-06,2.2112E-06,0,2.15369E-06,4.33259E-06,6.45508E-06
2460,-66.20151896,-32.8711051,0,31.86047172,64.39828411,95.94196461,4.29761E-06,2.1339E-06,0,2.06829E-06,4.18055E-06,6.22827E-06
2467.5,-66.1982815,-32.86787048,0,32.87943332,64.3821594,95.91297232,4.14488E-06,2.05796E-06,0,2.05868E-06,4.03117E-06,6.00541E-06
2475,-66.19468455,-32.86427867,0,32.39316104,64.36428189,95.8808444,3.99589E-06,1.98387E-06,0,1.95543E-06,3.88539E-06,5.78791E-06
2482.5,-66.19074926,-32.8603506,0,32.40776049,64.34475383,95.8457634,3.85124E-06,1.91194E-06,0,1.88561E-06,3.74383E-06,5.57668E-06
2490,-66.18653264,-32.85614291,0,32.37297946,64.32385256,95.80822517,3.712E-06,1.8427E-06,0,1.8156E-06,3.60754E-06,5.3733E-06
2497.5,-66.18207738,-32.851698,0,32.41135027,64.3017858,95.76860108,3.57872E-06,1.77642E-06,0,1.75261E-06,3.47705E-06,5.17858E-06
2505,-66.17746125,-32.84709312,0,32.34405432,64.27893239,95.72756872,3.45228E-06,1.71354E-06,0,1.68729E-06,3.35324E-06,4.99383E-06
2512.5,-66.17277757,-32.84242101,0,32.28628971,64.25574742,95.68594221,3.33349E-06,1.65446E-06,0,1.62644E-06,3.23692E-06,4.82024E-06
2520,-66.16809874,-32.83775361,0,32.39316943,64.23258399,95.64435327,3.22261E-06,1.59931E-06,0,1.57766E-06,3.12835E-06,4.65821E-06
2527.5,-66.16352512,-32.8331907,0,32.32247436,64.20993206,95.60367856,3.12011E-06,1.54833E-06,0,1.52425E-06,3.02798E-06,4.50843E-06
2535,-66.15915646,-32.82883139,0,32.39445253,64.18827859,95.56478954,3.02626E-06,1.50166E-06,0,1.48179E-06,2.93611E-06,4.37133E-06
2542.5,-66.15502758,-32.82471035,0,32.28801862,64.16779392,95.52799114,2.94049E-06,1.45901E-06,0,1.43515E-06,2.85216E-06,4.24607E-06
2550,-66.15120102,-32.82088974,0,32.36753164,64.14878369,95.49383043,2.86259E-06,1.42027E-06,0,1.40065E-06,2.77594E-06,4.13235E-06
2557.5,-66.14772782,-32.81742032,0,32.28386308,64.13149756,95.4627544,2.79224E-06,1.3853E-06,0,1.36277E-06,2.70714E-06,4.0297E-06
2565,-66.14463375,-32.81432774,0,32.24459694,64.11606197,95.43498951,2.72892E-06,1.35382E-06,0,1.33031E-06,2.64523E-06,3.93735E-06
2572.5,-66.14195885,-32.81165183,0,32.2684162,64.102673,95.41088696,2.67231E-06,1.32568E-06,0,1.30373E-06,2.58992E-06,3.85486E-06
2580,-66.13970759,-32.80939707,0,32.3886915,64.0913531,95.39048715,2.62183E-06,1.30059E-06,0,1.28392E-06,2.54064E-06,3.78136E-06
2587.5,-66.13785552,-32.80753917,0,32.23810114,64.0819833,95.37357742,2.57673E-06,1.27818E-06,0,1.256E-06,2.49664E-06,3.71576E-06
2595,-66.13638807,-32.80606368,0,32.24907551,64.07449293,95.36003148,2.53645E-06,1.25817E-06,0,1.23681E-06,2.45738E-06,3.65724E-06
2602.5,-66.13530214,-32.80496753,0,32.23786039,64.06886735,95.34982336,2.50062E-06,1.24038E-06,0,1.21893E-06,2.42249E-06,3.60524E-06
2610,-66.13457626,-32.80422941,0,32.2289731,64.06500219,95.34276647,2.46875E-06,1.22456E-06,0,1.20308E-06,2.39149E-06,3.55907E-06
2617.5,-66.13426917,-32.80390776,0,32.20931878,64.06318515,95.33937608,2.44109E-06,1.21083E-06,0,1.18888E-06,2.36465E-06,3.51909E-06
2625,-66.13437854,-32.8040003,0,32.19197966,64.06340547,95.33963316,2.4174E-06,1.19908E-06,0,1.17671E-06,2.3417E-06,3.48494E-06
2632.5,-66.13493245,-32.80453496,0,32.39552248,64.06580104,95.34378486,2.39772E-06,1.18933E-06,0,1.1745E-06,2.32271E-06,3.45669E-06
2640,-66.13593148,-32.80551237,0,32.38853074,64.07037538,95.35183774,2.3819E-06,1.1815E-06,0,1.16648E-06,2.30751E-06,3.43412E-06
2647.5,-66.13732123,-32.80687845,0,32.19737475,64.07686299,95.36331675,2.36938E-06,1.17531E-06,0,1.15348E-06,2.29557E-06,3.41641E-06
2655,-66.13911499,-32.80864646,0,32.26663438,64.08532948,95.37833963,2.36021E-06,1.17079E-06,0,1.15145E-06,2.28692E-06,3.40362E-06
2662.5,-66.14125045,-32.81075446,0,32.40489575,64.09547052,95.39636175,2.35382E-06,1.16766E-06,0,1.15322E-06,2.28102E-06,3.39495E-06
2670,-66.14367036,-32.81314551,0,32.41405178,64.10700643,95.41688253,2.34975E-06,1.16568E-06,0,1.15151E-06,2.2774E-06,3.38968E-06
2677.5,-66.14629654,-32.8157419,0,32.32893799,64.11955498,95.43921778,2.34736E-06,1.16454E-06,0,1.14727E-06,2.27543E-06,3.38688E-06
2685,-66.14907069,-32.81848563,0,32.40111679,64.13283102,95.46285703,2.34617E-06,1.16401E-06,0,1.1492E-06,2.27466E-06,3.38587E-06
2692.5,-66.15191425,-32.82129857,0,32.21511822,64.14645014,95.487112,2.34557E-06,1.16376E-06,0,1.14226E-06,2.27446E-06,3.38572E-06
2700,-66.15478594,-32.82413968,0,32.24071511,64.16021037,95.5116211,2.34522E-06,1.16363E-06,0,1.14295E-06,2.27451E-06,3.38594E-06
2707.5,-66.15762707,-32.82695055,0,32.27939472,64.17382429,95.53586963,2.34464E-06,1.16339E-06,0,1.14399E-06,2.27433E-06,3.3858E-06
2715,-66.16041122,-32.82970492,0,32.34345121,64.18716245,95.55962572,2.3436E-06,1.16293E-06,0,1.1457E-06,2.2737E-06,3.38501E-06
2722.5,-66.16314695,-32.83241128,0,32.42914447,64.20026673,95.58296436,2.34218E-06,1.16227E-06,0,1.14799E-06,2.27269E-06,3.38364E-06
2730,-66.16582255,-32.835058,0,32.31603267,64.21307968,95.60578263,2.34028E-06,1.16137E-06,0,1.14301E-06,2.27121E-06,3.38156E-06
2737.5,-66.16845631,-32.83766325,0,32.44776606,64.22569074,95.62824067,2.33804E-06,1.16031E-06,0,1.14653E-06,2.26939E-06,3.37899E-06
2745,-66.1711275,-32.84030591,0,32.33437014,64.23848843,95.65103429,2.33614E-06,1.15941E-06,0,1.14155E-06,2.26791E-06,3.37691E-06
2752.5,-66.1738718,-32.84302147,0,32.41164216,64.2516475,95.67447654,2.33487E-06,1.15883E-06,0,1.14361E-06,2.26705E-06,3.37577E-06
2760,-66.17675069,-32.84587113,0,32.4233537,64.26546951,95.69910758,2.33477E-06,1.15883E-06,0,1.14392E-06,2.26734E-06,3.37634E-06
2767.5,-66.1797858,-32.84887639,0,32.35853499,64.28006057,95.72511758,2.33602E-06,1.1595E-06,0,1.14219E-06,2.26896E-06,3.37891E-06
2775,-66.18299025,-32.85205033,0,32.43640383,64.2954853,95.75262238,2.33876E-06,1.16092E-06,0,1.14623E-06,2.27206E-06,3.38368E-06
2782.5,-66.18637402,-32.85540291,0,32.42421903,64.31179292,95.78171026,2.34309E-06,1.16313E-06,0,1.14786E-06,2.27673E-06,3.3908E-06
2790,-66.18994654,-32.85894352,0,32.31593926,64.32902988,95.81246455,2.34913E-06,1.16619E-06,0,1.14692E-06,2.28309E-06,3.40046E-06
2797.5,-66.19368432,-32.86264878,0,32.34671446,64.34708125,95.84467949,2.35672E-06,1.17002E-06,0,1.15165E-06,2.29098E-06,3.4124E-06
2805,-66.19752311,-32.86645478,0,32.32125324,64.36563222,95.87779122,2.36532E-06,1.17436E-06,0,1.15488E-06,2.29986E-06,3.42583E-06
2812.5,-66.20146316,-32.87036178,0,32.46144089,64.38468412,95.91180219,2.37495E-06,1.17921E-06,0,1.16454E-06,2.30977E-06,3.4408E-06
2820,-66.20541837,-32.8742841,0,32.36366923,64.40381475,95.9459561,2.38485E-06,1.1842E-06,0,1.1658E-06,2.31995E-06,3.45616E-06
2827.5,-66.20936843,-32.8782015,0,32.48334305,64.42292442,95.98007431,2.39483E-06,1.18922E-06,0,1.17494E-06,2.33021E-06,3.47166E-06
2835,-66.21326576,-32.88206666,0,32.40233716,64.44177972,96.01373866,2.40444E-06,1.19406E-06,0,1.17664E-06,2.34011E-06,3.4866E-06
2842.5,-66.21710145,-32.88587068,0,32.34793596,64.46033677,96.04687047,2.41357E-06,1.19867E-06,0,1.17906E-06,2.34954E-06,3.50085E-06
2850,-66.22086072,-32.88959886,0,32.54741856,64.47852301,96.07933973,2.42207E-06,1.20296E-06,0,1.19044E-06,2.35834E-06,3.51416E-06
2857.5,-66.22452863,-32.89323631,0,32.35355613,64.49626497,96.1110147,2.42975E-06,1.20684E-06,0,1.18704E-06,2.36634E-06,3.52628E-06
2865,-66.22813856,-32.89681628,0,32.40506294,64.51372643,96.14218884,2.43694E-06,1.21048E-06,0,1.19238E-06,2.37386E-06,3.53766E-06
2872.5,-66.23169715,-32.90034534,0,32.48018369,64.5309398,96.17292018,2.44369E-06,1.21389E-06,0,1.19839E-06,2.38094E-06,3.5484E-06
2880,-66.23527749,-32.90389626,0,32.53843377,64.54826405,96.20385195,2.45074E-06,1.21746E-06,0,1.20394E-06,2.38832E-06,3.5596E-06
2887.5,-66.23888861,-32.90747804,0,32.57445856,64.56574354,96.23506365,2.45821E-06,1.22124E-06,0,1.20888E-06,2.39611E-06,3.5714E-06
2895,-66.24255627,-32.91111631,0,32.57320205,64.58350478,96.26678203,2.46636E-06,1.22536E-06,0,1.21277E-06,2.40459E-06,3.58423E-06
2902.5,-66.24629061,-32.91482119,0,32.52803904,64.60159775,96.29909672,2.47534E-06,1.22988E-06,0,1.21543E-06,2.41388E-06,3.59828E-06
2910,-66.25009894,-32.91859994,0,32.43399096,64.62005838,96.33207214,2.48524E-06,1.23488E-06,0,1.2167E-06,2.42409E-06,3.61371E-06
2917.5,-66.25398307,-32.92245438,0,32.50137032,64.63889577,96.36572465,2.49612E-06,1.24036E-06,0,1.22449E-06,2.43528E-06,3.63059E-06
2925,-66.25793534,-32.92637689,0,32.51957797,64.65807237,96.39998702,2.50793E-06,1.2463E-06,0,1.2309E-06,2.44737E-06,3.64884E-06
2932.5,-66.26194912,-32.93036089,0,32.49150614,64.67755572,96.4348011,2.52062E-06,1.25268E-06,0,1.23598E-06,2.46035E-06,3.6684E-06
2940,-66.26597301,-32.93435517,0,32.44777693,64.69709323,96.4697142,2.53361E-06,1.25921E-06,0,1.24061E-06,2.47362E-06,3.68842E-06
2947.5,-66.26996352,-32.93831645,0,32.62342836,64.71647112,96.50434315,2.5464E-06,1.26564E-06,0,1.25354E-06,2.4867E-06,3.70814E-06
2955,-66.2738769,-32.94220115,0,32.62899786,64.73547425,96.53830225,2.55843E-06,1.2717E-06,0,1.25961E-06,2.49904E-06,3.72676E-06
2962.5,-66.27765305,-32.94594943,0,32.50688307,64.75380703,96.57106163,2.56894E-06,1.27699E-06,0,1.25997E-06,2.50987E-06,3.74312E-06
2970,-66.28128768,-32.949557,0,32.46966294,64.77144815,96.60258298,2.57781E-06,1.28147E-06,0,1.26281E-06,2.51909E-06,3.75706E-06
2977.5,-66.28475855,-32.9530017,0,32.53364186,64.78828802,96.63266975,2.5847E-06,1.28497E-06,0,1.26861E-06,2.52635E-06,3.76808E-06
2985,-66.28804053,-32.95625849,0,32.51266515,64.80420278,96.66109981,2.58924E-06,1.28729E-06,0,1.26996E-06,2.53128E-06,3.77562E-06
2992.5,-66.29113299,-32.95932674,0,32.61464371,64.81918908,96.68786701,2.59137E-06,1.2884E-06,0,1.27493E-06,2.53383E-06,3.7796E-06
3000,-66.29403952,-32.96221,0,32.63448134,64.83326424,96.71300229,2.59109E-06,1.28832E-06,0,1.27551E-06,2.534E-06,3.78001E-06
3007.5,-66.29679278,-32.96494079,0,32.55130052,64.84658875,96.73679327,2.58883E-06,1.28725E-06,0,1.2711E-06,2.5322E-06,3.77748E-06
3015,-66.29940496,-32.96753122,0,32.5621956,64.85922235,96.75934694,2.58471E-06,1.28525E-06,0,1.26945E-06,2.52857E-06,3.77221E-06
3022.5,-66.30193156,-32.97003659,0,32.62974735,64.87143801,96.78115267,2.5795E-06,1.28271E-06,0,1.26947E-06,2.52384E-06,3.7653E-06
3030,-66.3043757,-32.97246,0,32.5460754,64.88325097,96.80223772,2.57322E-06,1.27963E-06,0,1.26309E-06,2.51806E-06,3.75681E-06
3037.5,-66.30679125,-32.97485507,0,32.68597855,64.89492627,96.82307727,2.5666E-06,1.27639E-06,0,1.26521E-06,2.51195E-06,3.74782E-06
3045,-66.30917128,-32.97721493,0,32.64147188,64.90642979,96.84361013,2.55955E-06,1.27293E-06,0,1.25997E-06,2.50541E-06,3.73819E-06
3052.5,-66.31154062,-32.9795643,0,32.60142332,64.91788371,96.86405536,2.55242E-06,1.26943E-06,0,1.25487E-06,2.49877E-06,3.72842E-06
3060,-66.31393862,-32.98194237,0,32.53815512,64.92948179,96.88476041,2.54572E-06,1.26614E-06,0,1.24911E-06,2.49257E-06,3.7193E-06
3067.5,-66.3163449,-32.98432885,0,32.67496595,64.94112372,96.90554541,2.53919E-06,1.26294E-06,0,1.25109E-06,2.48653E-06,3.71042E-06
3075,-66.31877579,-32.98674001,0,32.58295214,64.95288989,96.92655455,2.53304E-06,1.25993E-06,0,1.2445E-06,2.48087E-06,3.70211E-06
3082.5,-66.32119817,-32.98914284,0,32.70406257,64.96461723,96.94749536,2.52683E-06,1.25688E-06,0,1.24602E-06,2.47514E-06,3.69368E-06
3090,-66.32363213,-32.99155738,0,32.60447513,64.9764047,96.96854534,2.52081E-06,1.25394E-06,0,1.23922E-06,2.46961E-06,3.68556E-06
3097.5,-66.3260454,-32.99395144,0,32.72797287,64.9880932,96.98941911,2.51456E-06,1.25087E-06,0,1.24079E-06,2.46384E-06,3.67708E-06
3105,-66.32843236,-32.99631946,0,32.65725512,64.9996551,97.01006714,2.50799E-06,1.24765E-06,0,1.23483E-06,2.45775E-06,3.66812E-06
3112.5,-66.3307744,-32.99864287,0,32.61643579,65.01099857,97.03032466,2.50085E-06,1.24414E-06,0,1.22973E-06,2.45109E-06,3.65831E-06
3120,-66.33306844,-33.0009186,0,32.60790212,65.02210833,97.05016426,2.49309E-06,1.24032E-06,0,1.22555E-06,2.44382E-06,3.64758E-06
3127.5,-66.33530608,-33.00313828,0,32.63797466,65.03294295,97.0695116,2.48461E-06,1.23614E-06,0,1.22247E-06,2.43583E-06,3.63577E-06
3135,-66.33745716,-33.00527185,0,32.7292058,65.04335358,97.08809958,2.47499E-06,1.2314E-06,0,1.2211E-06,2.42671E-06,3.62226E-06
3142.5,-66.33956323,-33.00736071,0,32.6352785,65.05354496,97.10629547,2.46481E-06,1.22637E-06,0,1.21255E-06,2.41703E-06,3.60794E-06
3150,-66.34160093,-33.00938157,0,32.58718158,65.06340188,97.12389253,2.45378E-06,1.22092E-06,0,1.2053E-06,2.4065E-06,3.59232E-06
3157.5,-66.34359436,-33.01135845,0,32.78391788,65.07304305,97.14110367,2.44222E-06,1.2152E-06,0,1.20683E-06,2.39545E-06,3.57593E-06
3165,-66.34553574,-33.01328358,0,32.79780974,65.08242997,97.1578598,2.43005E-06,1.20918E-06,0,1.20129E-06,2.38378E-06,3.55861E-06
3172.5,-66.34744294,-33.01517478,0,32.61174703,65.09165082,97.17431909,2.41751E-06,1.20298E-06,0,1.18828E-06,2.37176E-06,3.54076E-06
3180,-66.34934285,-33.01705884,0,32.64307447,65.10083817,97.19071935,2.40501E-06,1.19679E-06,0,1.18323E-06,2.35975E-06,3.52294E-06
3187.5,-66.35127347,-33.01897364,0,32.64406897,65.11017955,97.20739702,2.39305E-06,1.19088E-06,0,1.17736E-06,2.34829E-06,3.50593E-06
3195,-66.35324096,-33.02092532,0,32.61014322,65.11970536,97.22440666,2.38173E-06,1.18528E-06,0,1.17053E-06,2.33745E-06,3.48984E-06
3202.5,-66.35523622,-33.0229048,0,32.77226112,65.12937074,97.24166782,2.3709E-06,1.17992E-06,0,1.17096E-06,2.3271E-06,3.47448E-06
3210,-66.35728797,-33.02494072,0,32.6613056,65.13931751,97.25943498,2.36095E-06,1.17501E-06,0,1.16207E-06,2.31761E-06,3.46043E-06
3217.5,-66.35936077,-33.02699776,0,32.75386488,65.14937078,97.27739432,2.35138E-06,1.17028E-06,0,1.1606E-06,2.3085E-06,3.44693E-06
3225,-66.36148465,-33.02910586,0,32.80221145,65.15967886,97.29581202,2.3426E-06,1.16595E-06,0,1.15794E-06,2.30018E-06,3.4346E-06
3232.5,-66.36366075,-33.03126615,0,32.80544659,65.1702474,97.31469824,2.33463E-06,1.16202E-06,0,1.15407E-06,2.29264E-06,3.42346E-06
3240,-66.36588836,-33.03347792,0,32.76395279,65.18107298,97.33404686,2.32744E-06,1.15848E-06,0,1.14902E-06,2.28588E-06,3.41348E-06
3247.5,-66.36818507,-33.03575871,0,32.66354364,65.19224257,97.35401399,2.32127E-06,1.15545E-06,0,1.14243E-06,2.28014E-06,3.40502E-06
3255,-66.37057928,-33.03813685,0,32.71037162,65.20389652,97.37485156,2.31654E-06,1.15313E-06,0,1.14169E-06,2.27582E-06,3.39868E-06
3262.5,-66.37304471,-33.04058615,0,32.69706311,65.21590519,97.39632697,2.31285E-06,1.15134E-06,0,1.13937E-06,2.27253E-06,3.3939E-06
3270,-66.37560723,-33.04313239,0,32.8317643,65.2283965,97.41866982,2.3106E-06,1.15026E-06,0,1.1429E-06,2.27066E-06,3.39124E-06
3277.5,-66.37827084,-33.04577958,0,32.65093061,65.24139032,97.44191587,2.30984E-06,1.14993E-06,0,1.13619E-06,2.27028E-06,3.39079E-06
3285,-66.38104666,-33.04853882,0,32.83378976,65.25494181,97.46616416,2.31075E-06,1.15043E-06,0,1.14296E-06,2.27155E-06,3.39284E-06
3292.5,-66.38393673,-33.05141214,0,32.68768834,65.26906117,97.49143309,2.3134E-06,1.1518E-06,0,1.13913E-06,2.27455E-06,3.39745E-06
