Z,RC20,RC40,RC60,RC80,RC100,RC120,A20,A40,A60,A80,A100,A120
682.5,-63.98409199,-30.70416795,0,28.34988539,54.26282843,78.0860096,2.24131E-06,1.07554E-06,0,9.93075E-07,1.90079E-06,2.73529E-06
690,-64.09399152,-30.81177859,0,28.44835854,54.76917924,78.97985012,2.39913E-06,1.15333E-06,0,1.06486E-06,2.05009E-06,2.95633E-06
697.5,-64.18739512,-30.90322703,0,28.65128939,55.1993507,79.73914273,2.55051E-06,1.22795E-06,0,1.13847E-06,2.19336E-06,3.16846E-06
705,-64.26756328,-30.98170757,0,28.76261886,55.56839571,80.39047212,2.69523E-06,1.2993E-06,0,1.20624E-06,2.33041E-06,3.37139E-06
712.5,-64.33611194,-31.04880287,0,28.88772578,55.88376641,80.94699597,2.83126E-06,1.36637E-06,0,1.27127E-06,2.45929E-06,3.56226E-06
720,-64.39684001,-31.10823579,0,29.02917675,56.16302084,81.43973116,2.96258E-06,1.43114E-06,0,1.33549E-06,2.58379E-06,3.74664E-06
727.5,-64.45024093,-31.16048927,0,29.10029074,56.40842819,81.87268162,3.08721E-06,1.49261E-06,0,1.39393E-06,2.70201E-06,3.92176E-06
735,-64.4974494,-31.20667497,0,29.27326913,56.62522733,82.25509973,3.20508E-06,1.55076E-06,0,1.45468E-06,2.81389E-06,4.08752E-06
742.5,-64.5385401,-31.24686548,0,29.32617697,56.81375248,82.58757137,3.31361E-06,1.60431E-06,0,1.5057E-06,2.91699E-06,4.2403E-06
750,-64.57458457,-31.28211075,0,29.39980382,56.97895402,82.87884076,3.41338E-06,1.65355E-06,0,1.55406E-06,3.01188E-06,4.38093E-06
757.5,-64.60661025,-31.3134177,0,29.44889161,57.1255812,83.13729774,3.50561E-06,1.69909E-06,0,1.59792E-06,3.09968E-06,4.5111E-06
765,-64.63393596,-31.34011796,0,29.48043937,57.25047101,83.3573488,3.5861E-06,1.73885E-06,0,1.63567E-06,3.17644E-06,4.62494E-06
772.5,-64.65787062,-31.36349459,0,29.5370629,57.35967916,83.54969398,3.65774E-06,1.77425E-06,0,1.67093E-06,3.24488E-06,4.72646E-06
780,-64.679465,-31.38457768,0,29.52350097,57.4580686,83.72292644,3.72326E-06,1.80665E-06,0,1.69952E-06,3.30756E-06,4.8195E-06
787.5,-64.69889809,-31.40354253,0,29.58414878,57.54646453,83.87850311,3.78255E-06,1.83597E-06,0,1.72961E-06,3.36439E-06,4.90387E-06
795,-64.71688359,-31.42108886,0,29.642203,57.62817144,84.02226385,3.83782E-06,1.86332E-06,0,1.75783E-06,3.41745E-06,4.98266E-06
802.5,-64.73388011,-31.43766636,0,29.64866116,57.70531308,84.15796196,3.89056E-06,1.88943E-06,0,1.78191E-06,3.46814E-06,5.05797E-06
810,-64.75015185,-31.45353403,0,29.70890121,57.77911269,84.28775925,3.94165E-06,1.91473E-06,0,1.80852E-06,3.51729E-06,5.131E-06
817.5,-64.76664704,-31.46962193,0,29.69030534,57.85396716,84.41942875,3.99516E-06,1.94122E-06,0,1.83146E-06,3.56875E-06,5.20745E-06
825,-64.78251596,-31.48509655,0,29.33203365,57.92593488,84.54600169,4.04728E-06,1.96703E-06,0,1.83251E-06,3.61891E-06,5.282E-06
832.5,-64.79802282,-31.50021701,0,30.25690637,57.99624065,84.66964317,4.0991E-06,1.99269E-06,0,1.91404E-06,3.66882E-06,5.35617E-06
840,-64.81358239,-31.51539018,0,29.85915546,58.06680865,84.79375525,4.15257E-06,2.01917E-06,0,1.91306E-06,3.72031E-06,5.43269E-06
847.5,-64.82931985,-31.53073887,0,29.39988779,58.13822002,84.9193656,4.2084E-06,2.04682E-06,0,1.9085E-06,3.77405E-06,5.51254E-06
855,-64.84491427,-31.54594824,0,30.14428838,58.20898513,85.04384015,4.26505E-06,2.07488E-06,0,1.98268E-06,3.82859E-06,5.5936E-06
862.5,-64.86007223,-31.56073036,0,29.69121776,58.27774118,85.16476875,4.32096E-06,2.10257E-06,0,1.97802E-06,3.88245E-06,5.67366E-06
870,-64.87453445,-31.57483077,0,30.50334102,58.34328319,85.28002009,4.37457E-06,2.12913E-06,0,2.05688E-06,3.93416E-06,5.75054E-06
877.5,-64.88803568,-31.58798911,0,30.24145076,58.40437769,85.3874121,4.42413E-06,2.1537E-06,0,2.06189E-06,3.98207E-06,5.8218E-06
885,-64.90031952,-31.59995369,0,30.15393544,58.45983173,85.48483418,4.46784E-06,2.17539E-06,0,2.07584E-06,4.02447E-06,5.88491E-06
892.5,-64.91170342,-31.61103591,0,30.19359465,58.51111829,85.57489075,4.50715E-06,2.19491E-06,0,2.09649E-06,4.06272E-06,5.9419E-06
900,-64.92272441,-31.62176275,0,30.27371452,58.56073195,85.66199366,4.54501E-06,2.21373E-06,0,2.11936E-06,4.09963E-06,5.99689E-06
907.5,-64.93311614,-31.63187276,0,30.44205511,58.60743376,85.74395102,4.57969E-06,2.23098E-06,0,2.14706E-06,4.13355E-06,6.04747E-06
915,-64.9431309,-31.64161351,0,29.53148292,58.65239582,85.82283584,4.6126E-06,2.24735E-06,0,2.09748E-06,4.1658E-06,6.09558E-06
922.5,-64.95254581,-31.65076618,0,29.84304638,58.69458084,85.89681279,4.64222E-06,2.26211E-06,0,2.13291E-06,4.19495E-06,6.13912E-06
930,-64.9615025,-31.65946974,0,30.2204871,58.73464658,85.96704514,4.66931E-06,2.27562E-06,0,2.17219E-06,4.22173E-06,6.17915E-06
937.5,-64.96988866,-31.6676139,0,29.57882744,58.77206973,86.03260668,4.69304E-06,2.28748E-06,0,2.1366E-06,4.24534E-06,6.21448E-06
945,-64.97761667,-31.67511258,0,30.15637268,58.80644154,86.09277383,4.71271E-06,2.29734E-06,0,2.18719E-06,4.26512E-06,6.24415E-06
952.5,-64.98498465,-31.68225841,0,29.69039481,58.83914849,86.14999931,4.73017E-06,2.30611E-06,0,2.16113E-06,4.28283E-06,6.27075E-06
960,-64.99231177,-31.68936474,0,30.32620314,58.87167586,86.20691108,4.74752E-06,2.31483E-06,0,2.21525E-06,4.30043E-06,6.2972E-06
967.5,-64.99941757,-31.69625437,0,29.90256807,58.90318324,86.26202195,4.76353E-06,2.32288E-06,0,2.19143E-06,4.31676E-06,6.32177E-06
975,-65.00624201,-31.70286831,0,30.61829929,58.93339066,86.3148363,4.77774E-06,2.33005E-06,0,2.25034E-06,4.3314E-06,6.34385E-06
982.5,-65.01291995,-31.70933898,0,30.26881085,58.96292589,86.36646493,4.79105E-06,2.33678E-06,0,2.23062E-06,4.3452E-06,6.36467E-06
990,-65.01932011,-31.71553743,0,29.97031832,58.99117695,86.41582464,4.80252E-06,2.34261E-06,0,2.2137E-06,4.35727E-06,6.38293E-06
997.5,-65.02574135,-31.72175717,0,30.74778938,59.01953617,86.46537954,4.81422E-06,2.34854E-06,0,2.27643E-06,4.36955E-06,6.40152E-06
1005,-65.03205939,-31.72787612,0,30.46095229,59.0474243,86.51410437,4.82528E-06,2.35416E-06,0,2.26016E-06,4.38123E-06,6.41921E-06
1012.5,-65.03862611,-31.7342399,0,30.12629729,59.07648171,86.56490263,4.83818E-06,2.36069E-06,0,2.24107E-06,4.39466E-06,6.4395E-06
1020,-65.04540911,-31.7408167,0,29.74975291,59.10655767,86.61750768,4.85272E-06,2.36803E-06,0,2.21948E-06,4.40965E-06,6.46211E-06
1027.5,-65.05227768,-31.74747815,0,30.42524764,59.13704303,86.67084135,4.868E-06,2.37573E-06,0,2.27679E-06,4.42535E-06,6.48576E-06
1035,-65.05935668,-31.75434693,0,29.987024,59.16852041,86.72593512,4.88494E-06,2.38426E-06,0,2.25156E-06,4.44263E-06,6.51177E-06
1042.5,-65.06652744,-31.76130646,0,30.59201387,59.20043647,86.78180955,4.90271E-06,2.39319E-06,0,2.30508E-06,4.4607E-06,6.53894E-06
1050,-65.07380663,-31.76837312,0,30.10956567,59.23286915,86.83860267,4.92144E-06,2.4026E-06,0,2.27714E-06,4.4797E-06,6.56748E-06
1057.5,-65.08132559,-31.77567598,0,30.63265794,59.26643174,86.89740047,4.94215E-06,2.41299E-06,0,2.32619E-06,4.50058E-06,6.59883E-06
1065,-65.08911395,-31.78324419,0,30.04361137,59.30126309,86.95844895,4.96513E-06,2.42449E-06,0,2.29179E-06,4.52362E-06,6.63337E-06
1072.5,-65.09715663,-31.79106292,0,30.44656355,59.33729313,87.02162428,4.99033E-06,2.43709E-06,0,2.33403E-06,4.54878E-06,6.67106E-06
1080,-65.10545415,-31.79913275,0,30.78650514,59.37452491,87.086932,5.01782E-06,2.45083E-06,0,2.37278E-06,4.57612E-06,6.71198E-06
1087.5,-65.11398711,-31.80743461,0,30.03403461,59.41286814,87.15421245,5.04752E-06,2.46565E-06,0,2.32818E-06,4.60558E-06,6.75603E-06
1095,-65.12274144,-31.81595471,0,30.26106505,59.45225756,87.22335022,5.07939E-06,2.48156E-06,0,2.36028E-06,4.63711E-06,6.80318E-06
1102.5,-65.13170239,-31.82467858,0,30.43150229,59.49262465,87.29422412,5.1134E-06,2.49851E-06,0,2.38914E-06,4.67069E-06,6.85335E-06
1110,-65.14081425,-31.83355146,0,30.55591932,59.53370929,87.3663736,5.14916E-06,2.51633E-06,0,2.41534E-06,4.70594E-06,6.90601E-06
1117.5,-65.15005955,-31.84255621,0,30.63726387,59.57543014,87.43965471,5.18658E-06,2.53498E-06,0,2.43902E-06,4.74279E-06,6.96105E-06
1125,-65.15938657,-31.851642,0,30.68593522,59.61754554,87.51363946,5.22528E-06,2.55426E-06,0,2.46077E-06,4.78087E-06,7.01792E-06
1132.5,-65.16873831,-31.86075279,0,30.71399445,59.65978904,87.58785597,5.26479E-06,2.57394E-06,0,2.48129E-06,4.81974E-06,7.07597E-06
1140,-65.17804274,-31.86981778,0,30.73730696,59.70182365,87.66170728,5.30449E-06,2.59371E-06,0,2.50154E-06,4.85881E-06,7.13431E-06
1147.5,-65.18725835,-31.87879617,0,30.76541815,59.74345517,87.73484931,5.34398E-06,2.61339E-06,0,2.52211E-06,4.8977E-06,7.1924E-06
1155,-65.19634846,-31.88765186,0,30.80725736,59.78451171,87.80697746,5.38289E-06,2.63278E-06,0,2.54358E-06,4.93606E-06,7.24972E-06
1162.5,-65.20526722,-31.89633977,0,30.87402375,59.82477842,87.87771101,5.42073E-06,2.65165E-06,0,2.56666E-06,4.97344E-06,7.30557E-06
1170,-65.21400064,-31.90484613,0,30.97004815,59.86418954,87.94693335,5.45732E-06,2.6699E-06,0,2.59167E-06,5.00963E-06,7.35969E-06
1177.5,-65.22252859,-31.91315112,0,30.1511854,59.90265053,88.01447681,5.49237E-06,2.6874E-06,0,2.53902E-06,5.04439E-06,7.41168E-06
1185,-65.23086085,-31.92126434,0,30.32197428,59.94020685,88.08042185,5.52592E-06,2.70415E-06,0,2.56867E-06,5.07773E-06,7.46158E-06
1192.5,-65.23898498,-31.92917355,0,30.53066298,59.97679996,88.14466458,5.55776E-06,2.72007E-06,0,2.60093E-06,5.10947E-06,7.50911E-06
1200,-65.24690757,-31.93688521,0,30.77685992,60.01246038,88.20725897,5.58788E-06,2.73514E-06,0,2.63579E-06,5.13959E-06,7.55425E-06
1207.5,-65.25466761,-31.94443765,0,31.05238775,60.0473706,88.26852832,5.61663E-06,2.74954E-06,0,2.67276E-06,5.16842E-06,7.59749E-06
1215,-65.26225822,-31.95182409,0,30.43481327,60.08149814,88.32841498,5.64388E-06,2.76319E-06,0,2.632E-06,5.19585E-06,7.63864E-06
1222.5,-65.2697178,-31.9590823,0,30.76996142,60.11502285,88.38723762,5.66999E-06,2.77629E-06,0,2.67299E-06,5.2222E-06,7.67821E-06
1230,-65.27706015,-31.96622583,0,31.12579313,60.14800922,88.44511047,5.69506E-06,2.78888E-06,0,2.71555E-06,5.24758E-06,7.71635E-06
1237.5,-65.28430279,-31.97327193,0,30.58536722,60.18053935,88.50217901,5.71927E-06,2.80104E-06,0,2.67945E-06,5.27215E-06,7.75328E-06
1245,-65.29147461,-31.980249,0,30.97202138,60.21274866,88.55868327,5.74289E-06,2.81291E-06,0,2.72423E-06,5.29618E-06,7.78942E-06
1252.5,-65.29858371,-31.98716501,0,30.46113045,60.24467511,88.61469048,5.76601E-06,2.82454E-06,0,2.68978E-06,5.31974E-06,7.82487E-06
1260,-65.30565081,-31.99404035,0,30.86319115,60.2764159,88.67037298,5.78884E-06,2.83602E-06,0,2.73578E-06,5.34303E-06,7.85994E-06
1267.5,-65.31268492,-32.00088388,0,30.36755744,60.30801329,88.72580567,5.81147E-06,2.84741E-06,0,2.70208E-06,5.36616E-06,7.89475E-06
1275,-65.31969783,-32.00770721,0,30.77282745,60.33952265,88.7810867,5.83404E-06,2.85877E-06,0,2.74848E-06,5.38924E-06,7.9295E-06
1282.5,-65.32667945,-32.0145004,0,31.17939086,60.37089658,88.83613205,5.85642E-06,2.87004E-06,0,2.79518E-06,5.41214E-06,7.964E-06
1290,-65.33365071,-32.02128405,0,30.69270953,60.4022334,88.89111604,5.87886E-06,2.88134E-06,0,2.76179E-06,5.43512E-06,7.99861E-06
1297.5,-65.3406027,-32.02804939,0,31.09673606,60.43349122,88.94596441,5.90124E-06,2.89261E-06,0,2.8085E-06,5.45805E-06,8.03315E-06
1305,-65.34754572,-32.03480655,0,30.61393823,60.46471847,89.00076304,5.92368E-06,2.90392E-06,0,2.77512E-06,5.48106E-06,8.06781E-06
1312.5,-65.35450206,-32.0415775,0,31.00654738,60.49602002,89.05569795,5.94646E-06,2.91539E-06,0,2.82122E-06,5.5044E-06,8.10298E-06
1320,-65.36145001,-32.04834084,0,30.51878076,60.5272938,89.1105881,5.96932E-06,2.92691E-06,0,2.78721E-06,5.52783E-06,8.13828E-06
1327.5,-65.36842079,-32.05512733,0,30.89720312,60.55868668,89.16569404,5.99265E-06,2.93865E-06,0,2.8325E-06,5.55172E-06,8.17426E-06
1335,-65.37541366,-32.06193624,0,31.26270971,60.59019529,89.22100981,6.01645E-06,2.95063E-06,0,2.87708E-06,5.57607E-06,8.21094E-06
1342.5,-65.3824363,-32.06877513,0,30.7470839,60.62185582,89.27659965,6.04082E-06,2.9629E-06,0,2.84079E-06,5.60098E-06,8.24845E-06
1350,-65.38950284,-32.07565792,0,31.08137104,60.65373486,89.33258171,6.06598E-06,2.97556E-06,0,2.88332E-06,5.62665E-06,8.2871E-06
1357.5,-65.39661761,-32.08258888,0,30.53604231,60.6858529,89.38899241,6.09198E-06,2.98863E-06,0,2.84457E-06,5.65315E-06,8.32697E-06
1365,-65.4038022,-32.08958927,0,30.82574777,60.71831177,89.44601247,6.11915E-06,3.00229E-06,0,2.88404E-06,5.68078E-06,8.36853E-06
1372.5,-65.41105737,-32.09665987,0,31.08752711,60.7511152,89.50364857,6.14753E-06,3.01654E-06,0,2.9217E-06,5.70957E-06,8.41182E-06
1380,-65.41838001,-32.1037976,0,31.3218245,60.78424863,89.56187493,6.1771E-06,3.03139E-06,0,2.95755E-06,5.73952E-06,8.45684E-06
1387.5,-65.42577058,-32.11100294,0,30.68497969,60.81771446,89.6206959,6.2079E-06,3.04684E-06,0,2.91153E-06,5.77067E-06,8.50363E-06
1395,-65.43322675,-32.11827358,0,30.86781473,60.85150176,89.6800921,6.23994E-06,3.06291E-06,0,2.94366E-06,5.80301E-06,8.5522E-06
1402.5,-65.44072158,-32.12558301,0,31.03082301,60.88548368,89.7398385,6.27284E-06,3.07941E-06,0,2.97447E-06,5.8362E-06,8.60204E-06
1410,-65.44825662,-32.13293275,0,31.17337144,60.91966764,89.7999483,6.30666E-06,3.09636E-06,0,3.0039E-06,5.87028E-06,8.65321E-06
1417.5,-65.45582861,-32.1403196,0,31.29619958,60.95403837,89.86039444,6.34137E-06,3.11376E-06,0,3.03198E-06,5.90524E-06,8.70569E-06
1425,-65.4634143,-32.14772065,0,31.40647963,60.98848624,89.92098238,6.37664E-06,3.13143E-06,0,3.05923E-06,5.94075E-06,8.75899E-06
1432.5,-65.47101737,-32.15513954,0,30.68615033,61.0230287,89.98174312,6.41253E-06,3.14942E-06,0,3.00554E-06,5.97687E-06,8.81322E-06
1440,-65.47860283,-32.16254178,0,30.78447311,61.05750058,90.0423835,6.44851E-06,3.16745E-06,0,3.03174E-06,6.0131E-06,8.86761E-06
1447.5,-65.48616781,-32.16992454,0,30.88129861,61.09188841,90.10287958,6.48451E-06,3.1855E-06,0,3.0579E-06,6.04938E-06,8.92208E-06
1455,-65.49370797,-32.17728357,0,30.97817446,61.12617172,90.16319506,6.52046E-06,3.20352E-06,0,3.08414E-06,6.08563E-06,8.97652E-06
1462.5,-65.5012005,-32.18459636,0,31.08295276,61.1602427,90.22313851,6.55597E-06,3.22133E-06,0,3.11107E-06,6.12149E-06,9.03037E-06
1470,-65.5086649,-32.19188213,0,31.18944728,61.19419351,90.28287357,6.59134E-06,3.23908E-06,0,3.13822E-06,6.15723E-06,9.08407E-06
1477.5,-65.5160927,-32.19913255,0,31.30081853,61.22798412,90.34232917,6.62641E-06,3.25668E-06,0,3.16582E-06,6.19271E-06,9.13739E-06
1485,-65.52347453,-32.20633837,0,31.42062427,61.26157026,90.40142671,6.66101E-06,3.27404E-06,0,3.19417E-06,6.22775E-06,9.19006E-06
1492.5,-65.53081217,-32.21350135,0,30.7655525,61.29496029,90.460181,6.69512E-06,3.29118E-06,0,3.14324E-06,6.26236E-06,9.2421E-06
1500,-65.53811129,-32.22062708,0,30.90396348,61.32818106,90.51863975,6.72884E-06,3.30811E-06,0,3.17293E-06,6.29661E-06,9.29361E-06
1507.5,-65.54536531,-32.22770906,0,31.05148762,61.36120143,90.57674764,6.76202E-06,3.32479E-06,0,3.20344E-06,6.33036E-06,9.3444E-06
1515,-65.55258916,-32.23476203,0,31.20328913,61.39409203,90.63463014,6.79492E-06,3.34132E-06,0,3.23441E-06,6.36386E-06,9.39482E-06
1522.5,-65.55978459,-32.2417877,0,31.35895295,61.42686119,90.69230206,6.82754E-06,3.35773E-06,0,3.26579E-06,6.39712E-06,9.44489E-06
1530,-65.5669503,-32.24878479,0,31.51924704,61.45950269,90.74975234,6.85984E-06,3.37398E-06,0,3.29765E-06,6.43011E-06,9.49455E-06
1537.5,-65.57409836,-32.25576522,0,30.91891964,61.49207382,90.80708278,6.89205E-06,3.39018E-06,0,3.24968E-06,6.46301E-06,9.54412E-06
1545,-65.58123172,-32.26273188,0,31.08276564,61.52458851,90.86431813,6.92421E-06,3.40637E-06,0,3.28179E-06,6.4959E-06,9.59365E-06
1552.5,-65.58835108,-32.26968548,0,31.24611648,61.55705015,90.92146446,6.95632E-06,3.42253E-06,0,3.31397E-06,6.52876E-06,9.64316E-06
1560,-65.59546479,-32.27663425,0,31.40591907,61.58949834,90.97859212,6.98855E-06,3.43876E-06,0,3.34599E-06,6.56175E-06,9.69287E-06
1567.5,-65.60256509,-32.28357055,0,31.56529213,61.62189635,91.0356359,7.02073E-06,3.45496E-06,0,3.37809E-06,6.59472E-06,9.74255E-06
1575,-65.60965902,-32.2905013,0,30.9775315,61.65427758,91.09265515,7.053E-06,3.47121E-06,0,3.33006E-06,6.6278E-06,9.7924E-06
1582.5,-65.61674615,-32.2974261,0,31.13454224,61.68664008,91.14964642,7.08534E-06,3.4875E-06,0,3.36193E-06,6.66097E-06,9.8424E-06
1590,-65.62382706,-32.30434552,0,31.2887798,61.71898662,91.20661469,7.11777E-06,3.50383E-06,0,3.39368E-06,6.69424E-06,9.89256E-06
1597.5,-65.63090258,-32.31126038,0,31.43994768,61.75132122,91.2635671,7.1503E-06,3.52022E-06,0,3.42529E-06,6.72763E-06,9.9429E-06
1605,-65.63796852,-32.31816654,0,31.58993534,61.78362402,91.32046842,7.18282E-06,3.5366E-06,0,3.45691E-06,6.76104E-06,9.99328E-06
1612.5,-65.6450228,-32.32506197,0,31.01180572,61.81588521,91.37730118,7.21529E-06,3.55297E-06,0,3.40862E-06,6.79442E-06,1.00436E-05
1620,-65.65205421,-32.3319356,0,31.16921905,61.84805161,91.43397091,7.24745E-06,3.56918E-06,0,3.44082E-06,6.82751E-06,1.00936E-05
1627.5,-65.65906934,-32.33879392,0,31.3286764,61.88015452,91.49053324,7.27942E-06,3.5853E-06,0,3.47331E-06,6.86046E-06,1.01433E-05
1635,-65.66606603,-32.34563482,0,31.49119969,61.91218375,91.5469701,7.31114E-06,3.60131E-06,0,3.50618E-06,6.89319E-06,1.01927E-05
1642.5,-65.67303349,-32.35244764,0,31.6616628,61.94408804,91.60319038,7.34236E-06,3.61706E-06,0,3.53983E-06,6.92546E-06,1.02414E-05
1650,-65.67997005,-32.35923074,0,31.12833114,61.97585953,91.65918008,7.373E-06,3.63253E-06,0,3.49436E-06,6.95719E-06,1.02893E-05
1657.5,-65.68687398,-32.3659824,0,31.32044997,62.00748994,91.7149245,7.403E-06,3.64769E-06,0,3.52986E-06,6.98833E-06,1.03364E-05
1665,-65.69373236,-32.37268988,0,31.52842317,62.03891791,91.77031458,7.43203E-06,3.66237E-06,0,3.56686E-06,7.01855E-06,1.03821E-05
1672.5,-65.70054175,-32.37934977,0,31.75412853,62.07012703,91.82532108,7.45996E-06,3.67651E-06,0,3.60552E-06,7.04774E-06,1.04263E-05
1680,-65.7073054,-32.38596528,0,31.29450105,62.10113276,91.87997155,7.48684E-06,3.69013E-06,0,3.56577E-06,7.07595E-06,1.0469E-05
1687.5,-65.71401999,-32.39253315,0,31.55794346,62.13191939,91.93423803,7.51257E-06,3.70319E-06,0,3.60778E-06,7.10306E-06,1.05101E-05
1695,-65.72067816,-32.39904608,0,31.84370568,62.16245178,91.98805802,7.53693E-06,3.71556E-06,0,3.65188E-06,7.12887E-06,1.05493E-05
1702.5,-65.72728659,-32.40551069,0,31.45369159,62.19276175,92.04148813,7.56005E-06,3.72733E-06,0,3.61785E-06,7.1535E-06,1.05867E-05
1710,-65.73383477,-32.4119166,0,31.78612296,62.22279929,92.09443939,7.58164E-06,3.73834E-06,0,3.66616E-06,7.17668E-06,1.0622E-05
1717.5,-65.74034378,-32.41828462,0,31.44228761,62.25266476,92.14709034,7.60222E-06,3.74885E-06,0,3.63599E-06,7.1989E-06,1.06559E-05
1725,-65.74680715,-32.42460836,0,31.81083985,62.28232733,92.19938614,7.62161E-06,3.75878E-06,0,3.68763E-06,7.22E-06,1.06881E-05
1732.5,-65.75322577,-32.4308887,0,31.50964143,62.3117913,92.25133445,7.63981E-06,3.76812E-06,0,3.66108E-06,7.23996E-06,1.07186E-05
1740,-65.75961959,-32.43714535,0,31.90795201,62.34115171,92.30310438,7.65737E-06,3.77714E-06,0,3.71552E-06,7.25931E-06,1.07482E-05
1747.5,-65.76598327,-32.44337303,0,31.63291083,62.37038316,92.35465075,7.67411E-06,3.78576E-06,0,3.69119E-06,7.27788E-06,1.07767E-05
1755,-65.77233181,-32.44958658,0,31.36579207,62.39955724,92.40610096,7.69046E-06,3.79418E-06,0,3.66746E-06,7.29609E-06,1.08046E-05
1762.5,-65.7786699,-32.45579061,0,31.78707996,62.42869629,92.4574948,7.70654E-06,3.80248E-06,0,3.72413E-06,7.31406E-06,1.08322E-05
1770,-65.78500274,-32.46199028,0,31.52726809,62.45782524,92.50887662,7.72251E-06,3.81072E-06,0,3.70099E-06,7.33193E-06,1.08596E-05
1777.5,-65.79132555,-32.46818086,0,31.95306988,62.48692122,92.56020579,7.73822E-06,3.81883E-06,0,3.75824E-06,7.34956E-06,1.08867E-05
1785,-65.79765502,-32.47437884,0,31.69444209,62.51606403,92.61162433,7.75416E-06,3.82706E-06,0,3.73514E-06,7.36743E-06,1.09141E-05
1792.5,-65.80398601,-32.48057915,0,31.43554671,62.54522915,92.66308864,7.77018E-06,3.83533E-06,0,3.71193E-06,7.38538E-06,1.09417E-05
1800,-65.81032319,-32.48678642,0,31.85007955,62.57443894,92.71463854,7.78643E-06,3.84371E-06,0,3.76838E-06,7.40357E-06,1.09696E-05
1807.5,-65.81667344,-32.49300742,0,31.58086931,62.60372629,92.76633261,7.80311E-06,3.85231E-06,0,3.74417E-06,7.42219E-06,1.09982E-05
1815,-65.8230207,-32.49922632,0,31.98722066,62.63301457,92.81803445,7.81973E-06,3.86089E-06,0,3.80006E-06,7.44076E-06,1.10267E-05
1822.5,-65.82938268,-32.50546059,0,31.71162582,62.66238837,92.86989471,7.83685E-06,3.86971E-06,0,3.7752E-06,7.45983E-06,1.1056E-05
1830,-65.83574322,-32.51169427,0,31.43746489,62.69177056,92.92177604,7.85396E-06,3.87852E-06,0,3.75037E-06,7.47889E-06,1.10852E-05
1837.5,-65.84210081,-32.51792588,0,31.83482298,62.72115396,92.97366572,7.871E-06,3.88731E-06,0,3.80565E-06,7.49791E-06,1.11144E-05
1845,-65.84846641,-32.52416624,0,31.55795921,62.75059097,93.02565707,7.88832E-06,3.89624E-06,0,3.78049E-06,7.51721E-06,1.1144E-05
1852.5,-65.85483227,-32.5304077,0,31.94810941,62.78004462,93.07768427,7.90569E-06,3.90518E-06,0,3.83528E-06,7.53657E-06,1.11737E-05
1860,-65.86119242,-32.53664436,0,31.67448014,62.80948635,93.1296965,7.92288E-06,3.91405E-06,0,3.81033E-06,7.55577E-06,1.12032E-05
1867.5,-65.86754904,-32.54287837,0,32.06726246,62.83892665,93.18171243,7.93998E-06,3.92287E-06,0,3.86554E-06,7.5749E-06,1.12326E-05
1875,-65.87390451,-32.54911209,0,31.79647626,62.86837696,93.23375249,7.95706E-06,3.93168E-06,0,3.84077E-06,7.59402E-06,1.12619E-05
1882.5,-65.88024944,-32.55533623,0,31.53259085,62.89779231,93.28573658,7.97379E-06,3.94032E-06,0,3.81654E-06,7.61281E-06,1.12908E-05
1890,-65.88659236,-32.56155924,0,31.93028891,62.92721362,93.33773764,7.99047E-06,3.94894E-06,0,3.87238E-06,7.63157E-06,1.13196E-05
1897.5,-65.89292174,-32.56776968,0,31.67579132,62.95658562,93.38965718,8.00669E-06,3.95733E-06,0,3.84894E-06,7.64989E-06,1.13478E-05
1905,-65.89924662,-32.57397655,0,32.08177459,62.9859518,93.44157276,8.02276E-06,3.96565E-06,0,3.90572E-06,7.66808E-06,1.13758E-05
1912.5,-65.90556852,-32.58018131,0,31.83195591,63.01531939,93.49349725,8.03873E-06,3.97392E-06,0,3.88265E-06,7.6862E-06,1.14037E-05
1920,-65.91187301,-32.58636971,0,31.59335182,63.04461922,93.54530742,8.05408E-06,3.98188E-06,0,3.86054E-06,7.70371E-06,1.14307E-05
1927.5,-65.9181789,-32.59256035,0,32.00807033,63.07394159,93.59716424,8.06949E-06,3.98988E-06,0,3.91832E-06,7.72131E-06,1.14579E-05
1935,-65.9244793,-32.59874641,0,31.77219773,63.10325348,93.64900883,8.08471E-06,3.99778E-06,0,3.89641E-06,7.73872E-06,1.14847E-05
1942.5,-65.93077168,-32.60492541,0,32.19315549,63.13254279,93.70081969,8.09963E-06,4.00553E-06,0,3.95495E-06,7.75587E-06,1.15112E-05
1950,-65.93705296,-32.61109428,0,31.96945935,63.16179473,93.75257046,8.11413E-06,4.01308E-06,0,3.93412E-06,7.77261E-06,1.15371E-05
1957.5,-65.94332762,-32.61725745,0,31.75052441,63.19103084,93.80429957,8.12839E-06,4.02051E-06,0,3.91367E-06,7.78913E-06,1.15626E-05
1965,-65.94960399,-32.62342321,0,32.17896384,63.22029127,93.85607861,8.14273E-06,4.02798E-06,0,3.9731E-06,7.80574E-06,1.15883E-05
1972.5,-65.95587634,-32.62958584,0,31.96164004,63.2495484,93.90785834,8.15692E-06,4.03538E-06,0,3.95277E-06,7.82222E-06,1.16138E-05
1980,-65.96208292,-32.63568423,0,31.78807789,63.27850544,93.95910967,8.16843E-06,4.04145E-06,0,3.93648E-06,7.8361E-06,1.16354E-05
1987.5,-65.96826884,-32.64176303,0,32.27359731,63.30737928,94.01021927,8.1791E-06,4.0471E-06,0,4.00146E-06,7.84919E-06,1.16559E-05
